# Метеостанция Храброво / им. императрицы Елизаветы Петровны (аэропорт), Россия, METAR=UMKK, выборка с 21.05.2021 по 27.05.2022, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UMKK&lang=ru
#
"Местное время в Храброво / им. императрицы Елизаветы Петровны (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"27.06.2021 20:30";"19.0";"760.0";"761.2";"83";"Ветер, дующий с запада";"3";"";"";"";"Рассеянная (40-50%) 450 м";"10.0 и более";"16.0";
"27.06.2021 20:00";"20.0";"760.0";"761.2";"78";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Рассеянная (40-50%) 480 м";"10.0 и более";"16.0";
"27.06.2021 19:30";"20.0";"760.0";"761.2";"78";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 480 м";"10.0 и более";"16.0";
"27.06.2021 19:00";"20.0";"760.0";"761.2";"78";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Незначительная (10-30%) 480 м";"10.0 и более";"16.0";
"27.06.2021 18:30";"21.0";"760.1";"761.2";"73";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Незначительная (10-30%) 690 м";"10.0 и более";"16.0";
"27.06.2021 18:00";"21.0";"760.1";"761.2";"73";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Незначительная (10-30%) 570 м";"10.0 и более";"16.0";
"27.06.2021 17:30";"22.0";"760.1";"761.2";"73";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Незначительная (10-30%) 570 м";"10.0 и более";"17.0";
"27.06.2021 17:00";"21.0";"760.1";"761.2";"73";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Незначительная (10-30%) 570 м";"10.0 и более";"16.0";
"27.06.2021 16:30";"22.0";"760.9";"762.0";"73";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 630 м";"10.0 и более";"17.0";
"27.06.2021 16:00";"22.0";"760.1";"761.2";"73";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 630 м";"10.0 и более";"17.0";
"27.06.2021 15:30";"22.0";"760.1";"761.2";"73";"Ветер, дующий с северо-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"27.06.2021 15:00";"22.0";"760.1";"761.2";"69";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"27.06.2021 14:30";"22.0";"760.1";"761.2";"73";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 570 м";"10.0 и более";"17.0";
"27.06.2021 14:00";"21.0";"760.9";"762.0";"73";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 540 м";"10.0 и более";"16.0";
"27.06.2021 13:30";"21.0";"760.9";"762.0";"78";"Ветер, дующий с северо-запада";"6";"";"";"";"Рассеянная (40-50%) 540 м";"10.0 и более";"17.0";
"27.06.2021 13:00";"21.0";"760.9";"762.0";"73";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 540 м";"10.0 и более";"16.0";
"27.06.2021 12:30";"21.0";"760.9";"762.0";"78";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 510 м";"10.0 и более";"17.0";
"27.06.2021 12:00";"20.0";"760.8";"762.0";"83";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Разорванная (60-90%) 450 м";"10.0 и более";"17.0";
"27.06.2021 11:30";"20.0";"760.8";"762.0";"83";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Разорванная (60-90%) 450 м";"10.0 и более";"17.0";
"27.06.2021 11:00";"20.0";"760.8";"762.0";"88";"Ветер, дующий с запада";"5";"";"";"";"Разорванная (60-90%) 450 м";"10.0 и более";"18.0";
"27.06.2021 10:30";"19.0";"760.8";"762.0";"88";"Ветер, дующий с запада";"5";"";"";"";"Разорванная (60-90%) 420 м";"10.0 и более";"17.0";
"27.06.2021 10:00";"18.0";"760.8";"762.0";"94";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 420 м";"8.0";"17.0";
"27.06.2021 09:30";"18.0";"760.0";"761.2";"94";"Ветер, дующий с запада";"3";"";"";"";"Разорванная (60-90%) 420 м";"10.0 и более";"17.0";
"27.06.2021 09:00";"18.0";"760.0";"761.2";"88";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 420 м, кучево-дождевые облака";"10.0 и более";"16.0";
"27.06.2021 08:30";"18.0";"760.0";"761.2";"94";"Ветер, дующий с западо-северо-запада";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 240 м, разорванная (60-90%) 420 м, кучево-дождевые облака";"9.0";"17.0";
"27.06.2021 08:00";"19.0";"760.0";"761.2";"88";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Рассеянная (40-50%) 630 м, кучево-дождевые облака";"10.0 и более";"17.0";
"27.06.2021 07:30";"18.0";"760.0";"761.2";"88";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Разорванная (60-90%) 630 м";"10.0 и более";"16.0";
"27.06.2021 07:00";"17.0";"760.0";"761.2";"94";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Рассеянная (40-50%) 750 м";"10.0 и более";"16.0";
"27.06.2021 06:30";"16.0";"760.0";"761.2";"94";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"27.06.2021 06:00";"15.0";"760.0";"761.2";"94";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"27.06.2021 05:30";"13.0";"760.8";"762.0";"94";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"27.06.2021 05:00";"13.0";"760.8";"762.0";"94";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"27.06.2021 04:30";"13.0";"760.8";"762.0";"94";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"27.06.2021 04:00";"13.0";"760.8";"762.0";"94";"Ветер, дующий с юго-запада";"2";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"12.0";
"27.06.2021 03:30";"12.0";"760.8";"762.0";"94";"Ветер, дующий с юго-запада";"3";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"11.0";
"27.06.2021 03:00";"12.0";"760.8";"762.0";"100";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"12.0";
"27.06.2021 02:30";"13.0";"760.8";"762.0";"94";"Ветер, дующий с юго-запада";"2";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"12.0";
"27.06.2021 02:00";"13.0";"760.8";"762.0";"94";"Ветер, дующий с юго-запада";"3";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"12.0";
"27.06.2021 01:30";"13.0";"760.8";"762.0";"94";"Ветер, дующий с юго-запада";"3";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"12.0";
"27.06.2021 01:00";"13.0";"760.8";"762.0";"94";"Ветер, дующий с юго-запада";"3";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"12.0";
"27.06.2021 00:30";"13.0";"760.8";"762.0";"94";"Ветер, дующий с юго-запада";"3";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"12.0";
"27.06.2021 00:00";"13.0";"760.8";"762.0";"94";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"12.0";
"26.06.2021 23:30";"14.0";"761.6";"762.8";"88";"Ветер, дующий с юго-запада";"3";"";"";"";"Рассеянная (40-50%) 630 м";"10.0 и более";"12.0";
"26.06.2021 23:00";"14.0";"761.6";"762.8";"94";"Ветер, дующий с юго-запада";"2";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"13.0";
"26.06.2021 22:30";"15.0";"761.6";"762.8";"94";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"14.0";
"26.06.2021 22:00";"14.0";"761.6";"762.8";"94";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"13.0";
"26.06.2021 21:30";"15.0";"761.6";"762.8";"88";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"13.0";
"26.06.2021 21:00";"17.0";"760.8";"762.0";"83";"Ветер, дующий с запада";"3";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"14.0";
"26.06.2021 20:30";"18.0";"760.8";"762.0";"78";"Ветер, дующий с запада";"3";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"14.0";
"26.06.2021 20:00";"19.0";"760.8";"762.0";"73";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"14.0";
"26.06.2021 19:30";"19.0";"760.8";"762.0";"73";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 570 м";"10.0 и более";"14.0";
"26.06.2021 19:00";"20.0";"760.8";"762.0";"73";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 660 м";"10.0 и более";"15.0";
"26.06.2021 18:30";"20.0";"760.8";"762.0";"73";"Ветер, дующий с северо-запада";"6";"";"";"";"Разорванная (60-90%) 630 м";"10.0 и более";"15.0";
"26.06.2021 18:00";"20.0";"760.8";"762.0";"69";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Разорванная (60-90%) 690 м";"10.0 и более";"14.0";
"26.06.2021 17:30";"21.0";"761.6";"762.8";"69";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Разорванная (60-90%) 720 м";"10.0 и более";"15.0";
"26.06.2021 17:00";"21.0";"760.9";"762.0";"69";"Ветер, дующий с западо-северо-запада";"7";"";"";"";"Разорванная (60-90%) 690 м";"10.0 и более";"15.0";
"26.06.2021 16:30";"20.0";"760.8";"762.0";"73";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 660 м";"10.0 и более";"15.0";
"26.06.2021 16:00";"22.0";"761.7";"762.8";"65";"Ветер, дующий с западо-северо-запада";"7";"";"";"";"Рассеянная (40-50%) 780 м";"10.0 и более";"15.0";
"26.06.2021 15:30";"21.0";"761.6";"762.8";"64";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 750 м";"10.0 и более";"14.0";
"26.06.2021 15:00";"21.0";"761.6";"762.8";"64";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 870 м";"10.0 и более";"14.0";
"26.06.2021 14:30";"21.0";"761.6";"762.8";"69";"Ветер, дующий с западо-северо-запада";"7";"";"";"";"Рассеянная (40-50%) 840 м";"10.0 и более";"15.0";
"26.06.2021 14:00";"21.0";"761.6";"762.8";"69";"Ветер, дующий с северо-запада";"6";"";"";"";"Рассеянная (40-50%) 900 м";"10.0 и более";"15.0";
"26.06.2021 13:30";"21.0";"761.6";"762.8";"64";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 870 м";"10.0 и более";"14.0";
"26.06.2021 13:00";"21.0";"761.6";"762.8";"69";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 840 м";"10.0 и более";"15.0";
"26.06.2021 12:30";"21.0";"761.6";"762.8";"69";"Ветер, дующий с запада";"6";"";"";"";"Разорванная (60-90%) 780 м";"10.0 и более";"15.0";
"26.06.2021 12:00";"21.0";"761.6";"762.8";"73";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Разорванная (60-90%) 810 м";"10.0 и более";"16.0";
"26.06.2021 11:30";"21.0";"761.6";"762.8";"69";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Разорванная (60-90%) 780 м";"10.0 и более";"15.0";
"26.06.2021 11:00";"21.0";"761.6";"762.8";"69";"Ветер, дующий с запада";"5";"";"";"";"Разорванная (60-90%) 750 м";"10.0 и более";"15.0";
