# Метеостанция Черняховск, Россия, WMO_ID=26711, выборка с 21.05.2024 по 27.05.2025, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26711&lang=ru
#
"Местное время в Черняховске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.05.2025 14:00";"9.0";"760.0";"";"";"50";"Ветер, дующий с северо-запада";"3";"10";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.05.2025 12:00";"9.7";"760.0";"";"";"45";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.05.2025 11:00";"8.6";"759.0";"";"";"49";"Ветер, дующий с севера";"4";"8";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.05.2025 09:00";"7.2";"758.0";"";"";"70";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.05.2025 08:00";"5.4";"758.0";"";"";"87";"Ветер, дующий с севера";"4";"8";"";"70 – 80%.";" ";"";"";"3.9";"";"";"";"";"";"";"10.0";"";"3.0";"12";"";"";"";"";
"05.05.2025 06:00";"4.0";"756.0";"";"";"98";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.05.2025 05:00";"4.7";"755.0";"";"";"97";"Ветер, дующий с северо-запада";"3";"7";"";"";" ";"";"";"4.7";"";"";"";"";"";"";"";"";"7.0";"12";"";"";"";"";
"05.05.2025 03:00";"5.2";"754.0";"";"";"99";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.05.2025 02:00";"5.7";"753.0";"";"";"98";"Ветер, дующий с севера";"4";"8";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.05.2025 01:00";"6.7";"752.0";"";"";"100";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.05.2025 00:00";"6.8";"751.0";"";"";"100";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.05.2025 23:00";"6.8";"751.0";"";"";"100";"Ветер, дующий с запада";"2";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.05.2025 21:00";"7.0";"750.0";"";"";"100";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.05.2025 20:00";"7.0";"750.0";"";"";"99";"Ветер, дующий с юго-запада";"1";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"12.4";"";"";"";"";"";"4.0";"";"6.0";"12";"";"";"";"";
"04.05.2025 18:00";"10.9";"749.0";"";"";"74";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.05.2025 17:00";"11.8";"749.0";"";"";"68";"Ветер, дующий с запада";"3";"8";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"3.0";"12";"";"";"";"";
"04.05.2025 15:00";"11.3";"749.0";"";"";"84";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.05.2025 14:00";"9.4";"749.0";"";"";"94";"Ветер, дующий с юго-запада";"3";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.05.2025 12:00";"8.5";"748.0";"";"";"89";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.05.2025 11:00";"8.7";"748.0";"";"";"89";"Ветер, дующий с запада";"1";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.05.2025 08:00";"5.9";"747.0";"";"";"100";"Ветер, дующий с северо-востока";"1";"3";"";"100%.";"Дождь незамерзающий непрерывный умеренный в срок наблюдения. ";"";"";"2.3";"";"";"";"";"";"";"4.0";"";"2.0";"12";"";"";"";"";
"04.05.2025 07:00";"5.4";"747.0";"";"";"100";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.05.2025 06:00";"4.9";"748.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.05.2025 05:00";"4.2";"747.0";"";"";"100";"Ветер, дующий с севера";"1";"2";"";"";" ";"";"";"2.3";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"04.05.2025 03:00";"2.8";"748.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.05.2025 02:00";"2.9";"750.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.05.2025 01:00";"2.9";"750.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.05.2025 00:00";"3.1";"750.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.05.2025 23:00";"4.3";"751.0";"";"";"99";"Ветер, дующий с юго-востока";"1";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.05.2025 20:00";"9.6";"751.0";"";"";"69";"Ветер, дующий с северо-запада";"1";"7";"";"90  или более, но не 100%";" ";"";"";"";"15.6";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"03.05.2025 19:00";"10.8";"752.0";"";"";"67";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.05.2025 18:00";"12.1";"752.0";"";"";"63";"Ветер, дующий с северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.05.2025 17:00";"14.4";"752.0";"";"";"58";"Ветер, дующий с севера";"2";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"03.05.2025 15:00";"13.8";"753.0";"";"";"59";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.05.2025 14:00";"15.4";"753.0";"";"";"50";"Ветер, дующий с запада";"3";"9";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.05.2025 13:00";"15.0";"753.0";"";"";"51";"Ветер, дующий с запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.05.2025 12:00";"14.7";"753.0";"";"";"56";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.05.2025 11:00";"13.5";"753.0";"";"";"59";"Ветер, дующий с запада";"3";"9";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.05.2025 08:00";"10.2";"753.0";"";"";"83";"Ветер, дующий с запада";"2";"7";"";"90  или более, но не 100%";" ";"";"";"6.5";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"03.05.2025 07:00";"8.8";"753.0";"";"";"86";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.05.2025 06:00";"6.6";"753.0";"";"";"93";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.05.2025 05:00";"6.7";"753.0";"";"";"93";"Ветер, дующий с запада";"2";"5";"";"";" ";"";"";"6.7";"";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"03.05.2025 04:00";"7.5";"753.0";"";"";"89";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.05.2025 03:00";"8.8";"753.0";"";"";"87";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.05.2025 02:00";"11.6";"753.0";"";"";"93";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.05.2025 01:00";"11.6";"753.0";"";"";"93";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.05.2025 00:00";"11.8";"753.0";"";"";"97";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.05.2025 23:00";"12.9";"753.0";"";"";"95";"Ветер, дующий с юго-запада";"1";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.05.2025 20:00";"13.8";"753.0";"";"";"93";"Ветер, дующий с юга";"1";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"";"";"";"22.2";"";"";"";"";"";"10.0";"";"2.0";"12";"";"";"";"";
"02.05.2025 19:00";"14.0";"754.0";"";"";"86";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.05.2025 18:00";"20.4";"753.0";"";"";"44";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.05.2025 17:00";"20.5";"755.0";"";"";"45";"Ветер, дующий с юга";"2";"9";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"02.05.2025 15:00";"21.4";"756.0";"";"";"42";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.05.2025 14:00";"21.9";"757.0";"";"";"42";"Ветер, дующий с юга";"4";"11";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.05.2025 12:00";"21.1";"758.0";"";"";"42";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.05.2025 11:00";"19.3";"759.0";"";"";"43";"Ветер, дующий с юга";"3";"8";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.05.2025 10:00";"17.1";"760.0";"";"";"45";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.05.2025 08:00";"9.9";"761.0";"";"";"59";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.05.2025 07:00";"9.9";"761.0";"";"";"59";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.05.2025 06:00";"8.6";"761.0";"";"";"62";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.05.2025 05:00";"8.4";"762.0";"";"";"65";"Ветер, дующий с юга";"2";"5";"";"";" ";"";"";"2.7";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"02.05.2025 02:00";"5.1";"763.0";"";"";"87";"Ветер, дующий с юго-востока";"1";"2";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.05.2025 00:00";"3.9";"763.0";"";"";"91";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.05.2025 23:00";"4.1";"763.0";"";"";"90";"Штиль, безветрие";"0";"2";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.05.2025 22:00";"5.8";"764.0";"";"";"79";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.05.2025 21:00";"7.4";"764.0";"";"";"72";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.05.2025 20:00";"9.9";"764.0";"";"";"59";"Ветер, дующий с севера";"1";"6";"";"90  или более, но не 100%";" ";"";"";"";"16.2";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"01.05.2025 19:00";"12.6";"764.0";"";"";"47";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.05.2025 18:00";"13.9";"764.0";"";"";"40";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.05.2025 17:00";"15.5";"764.0";"";"";"40";"Ветер, дующий с северо-запада";"2";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"01.05.2025 15:00";"15.7";"765.0";"";"";"40";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.05.2025 14:00";"15.0";"765.0";"";"";"40";"Ветер, дующий с северо-запада";"2";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.05.2025 13:00";"14.0";"765.0";"";"";"42";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.05.2025 12:00";"13.0";"765.0";"";"";"46";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.05.2025 11:00";"12.2";"765.0";"";"";"48";"Ветер, дующий с севера";"3";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.05.2025 08:00";"7.3";"765.0";"";"";"83";"Ветер, дующий с северо-запада";"2";"5";"";"40%.";" ";"";"";"2.1";"";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"01.05.2025 06:00";"2.8";"764.0";"";"";"100";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.05.2025 05:00";"3.1";"763.0";"";"";"96";"Ветер, дующий с запада";"1";"7";"";"";" ";"";"";"3.1";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"01.05.2025 04:00";"4.4";"763.0";"";"";"94";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.05.2025 03:00";"4.3";"763.0";"";"";"100";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.05.2025 02:00";"5.0";"762.0";"";"";"98";"Ветер, дующий с северо-запада";"1";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.05.2025 01:00";"5.4";"762.0";"";"";"97";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.05.2025 00:00";"6.3";"761.0";"";"";"98";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.04.2025 23:00";"7.0";"761.0";"";"";"98";"Штиль, безветрие";"0";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.04.2025 20:00";"10.8";"761.0";"";"";"80";"Ветер, дующий с запада";"2";"11";"";"90  или более, но не 100%";" ";"";"";"";"18.5";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"30.04.2025 19:00";"13.1";"761.0";"";"";"67";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.04.2025 18:00";"13.1";"761.0";"";"";"69";"Ветер, дующий с северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.04.2025 17:00";"14.1";"761.0";"";"";"72";"Ветер, дующий с северо-запада";"4";"11";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"30.04.2025 16:00";"15.8";"761.0";"";"";"64";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.04.2025 15:00";"16.7";"761.0";"";"";"58";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.04.2025 14:00";"18.0";"761.0";"";"";"48";"Ветер, дующий с запада";"4";"10";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.04.2025 13:00";"18.2";"761.0";"";"";"34";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.04.2025 12:00";"17.6";"761.0";"";"";"44";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.04.2025 11:00";"15.8";"761.0";"";"";"62";"Ветер, дующий с юго-запада";"4";"8";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.04.2025 08:00";"5.6";"763.0";"";"";"100";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.04.2025 07:00";"5.6";"763.0";"";"";"100";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.04.2025 06:00";"4.7";"763.0";"";"";"100";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.04.2025 05:00";"4.0";"763.0";"";"";"100";"Ветер, дующий с юга";"1";"3";"";"";" ";"";"";"3.9";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"30.04.2025 04:00";"4.2";"763.0";"";"";"100";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.04.2025 03:00";"4.8";"763.0";"";"";"100";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.04.2025 02:00";"5.6";"763.0";"";"";"100";"Ветер, дующий с юга";"1";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.04.2025 01:00";"6.3";"763.0";"";"";"100";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.04.2025 00:00";"6.8";"763.0";"";"";"100";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.04.2025 23:00";"6.9";"763.0";"";"";"99";"Ветер, дующий с запада";"1";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.04.2025 22:00";"7.3";"763.0";"";"";"96";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.04.2025 20:00";"11.3";"763.0";"";"";"79";"Ветер, дующий с северо-запада";"2";"9";"";"90  или более, но не 100%";" ";"";"";"";"16.5";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"29.04.2025 18:00";"15.1";"762.0";"";"";"56";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.04.2025 17:00";"16.0";"762.0";"";"";"57";"Ветер, дующий с северо-запада";"4";"9";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"29.04.2025 16:00";"16.4";"762.0";"";"";"61";"Ветер, дующий с северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.04.2025 14:00";"13.1";"762.0";"";"";"76";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.04.2025 12:00";"13.5";"762.0";"";"";"73";"Ветер, дующий с северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.04.2025 11:00";"14.0";"761.0";"";"";"71";"Ветер, дующий с запада";"3";"8";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.04.2025 10:00";"13.3";"761.0";"";"";"69";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.04.2025 08:00";"11.8";"761.0";"";"";"61";"Ветер, дующий с запада";"3";"8";"";"90  или более, но не 100%";" ";"";"";"3.8";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"29.04.2025 06:00";"8.9";"761.0";"";"";"61";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.04.2025 05:00";"7.2";"761.0";"";"";"65";"Ветер, дующий с юго-запада";"1";"5";"";"";" ";"";"";"3.8";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"29.04.2025 03:00";"5.1";"762.0";"";"";"73";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.04.2025 02:00";"4.7";"763.0";"";"";"78";"Ветер, дующий с юга";"1";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.04.2025 01:00";"5.4";"763.0";"";"";"75";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.04.2025 00:00";"6.3";"763.0";"";"";"71";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.04.2025 23:00";"7.0";"764.0";"";"";"66";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.04.2025 21:00";"8.3";"764.0";"";"";"59";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
